Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания,Синонимы,УИН
,,,AGCB,,Цемент,"Тонко помолотый неорганический материал, который в смеси с водой образует пасту, отвердевающую в процессе гидратации, и после отвердения сохраняет прочность и устойчивость, даже под водой","ГОСТ Р ИСО 6707-1-2020
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"03.2
59.1.03.02
",СТ 10 09 10,,,KSI170000129
,,,,AGCB010,Портландцемент бездобавочный,"бездобавочный портландцемент – цемент, вещественный состав которого содержит 100% портландцементного клинкера.","ГОСТ 31108-2020
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"03.2.01.01
59.1.03.02",СТ 10 09 10 10 10,,,KSI170000130
,,,,AGCB020,Портландцемент с минеральными добавками,,"ГОСТ 31108-2020
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"03.2.01.02
59.1.03.02",СТ 10 09 10 10 20,,,KSI170000131
,,,,AGCB030,Цемент глиноземистый,"Специальные цементы, получаемые тонким измельчением глиноземистого клинкера, обеспечивающие быстрое твердение растворов и бетонов","ГОСТ 969-2019
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"03.2.01.03
59.1.03.02",СТ 10 09 10 30 40,,,KSI170000132
,,,,AGCB040,Композиционный портландцемент,,"ГОСТ 31108-2020
Приказ Минстроя России от 17.11.2022 N 969/пр",,,59.1.03.02,,,,KSI170000133
,,,,AGCB050,Цементы специальные,"Цемент, к которому наряду с обеспечением прочности предъявляют специальные требования","ГОСТ 30515-2013
Приказ Минстроя России от 17.11.2022 N 969/пр",,,"03.2.02
59.1.03.02
",,,,KSI170000134
,,,,AGCB060,Портландцементы тампонажные,"Цементы, предназначенные для цементирования нефтяных, газовых и других скважин.",ГОСТ 1581-2019,,,"03.2.02.10
59.1.03.02
",,,,KSI170000135
,,,,AGCB070,Цементы сульфатостойкие,"Цементы, предназначенные для изго-товления бетонных и железобетонных изделий и конструкций, обладающих повышенной коррозионной стойкостью при воздействии сред, агрессивных по содержанию сульфатов.",ГОСТ 22266-2013,,,"03.2.02.09
59.1.03.02
",,,,KSI170000136
,,,,AGCB080,Цементы для транспортного строительства,"Цементы для транспортного строитель-ства - цементы, изготавливаемые на ос-нове портландцементного клинкера нормированного состава и применяе-мые в транспортном строительстве для изготовления бетонов аэродромных по-крытий, мостовых конструкций, желе-зобетонных изделий, в том числе желе-зобетонных труб, шпал, опор линий электропередачи, бордюрного камня и др., для которых специальные требова-ния к минералогическому составу клинкера не предъявляются.",ГОСТ Р 55224-2020,,,03.2.02.05,,,,KSI170000137
,,,,AGCB090,Портландцемент общестроительного назначения,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,"03.2.01.01
59.1.03.02",,,,KSI170000138
,,,,AGCB100,Портландцемент пластифицированный,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,59.1.03.02,,,,KSI170000139
,,,,AGCB110,Портландцемент гидрофобный,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,59.1.03.02,,,,KSI170000140
,,,,AGCB120,Портландцемент декоративный,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,59.1.03.02,,,,KSI170000141
,,,,AGCB130,Цементы пуццолановые,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,03.2.01.04,,,,KSI170000142
,,,,AGCB140,Шлакопортландцементы,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,03.2.01.05,,,,KSI170000143
,,,,AGCB150,Цементы напрягающие,,Приказ Минстроя России от 17.11.2022 N 969/пр,,, 03.2.02.06,,,,KSI170000144
,,,,AGCB160,Цементы расширяющиеся,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,03.2.02.08,,,,KSI170000145
,,,AGCC,,Известь строительная,"Известь, предназначенная для изготовления строительных материалов и изделий","ГОСТ 9179-2018
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"03.1.02.03
59.1.03.01",СТ 10 09 20,,,KSI170000146
,,,,AGCC010,Известь воздушная,"Известь, твердеющая в воздушно-сухих условиях под воздействием диоксида углерода. Воздушная известь не обладает гидравлическими свойствами и подразделяется на две подгруппы: кальциевую известь и доломитовую известь",ГОСТ 9179-2018,,,,,,,KSI170000147
