Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания
,,ADB,,,Дробленый песок,"Неорганический сыпучий материал с крупностью зерен до 4 мм, полученный из отсева дробления горных пород при производстве щебня и отходов металлургической и других видов промышленности, а также при дроблении горных пород и гравия с использованием специального дробильно-размольного оборудования","ГОСТ 32730-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,"02.3.01.05-0482
02.3.01.05-0484
02.3.01.05-0486
02.3.01.05-0488
02.3.01.05-0490
02.3.01.05-0492
02.3.01.05-0494
02.3.01.05-0496
02.3.01.05-0498
02.3.01.05-0500
02.3.01.05-0502
02.3.01.05-0504
02.3.01.05-0506
02.3.01.05-0508
02.3.01.05-0510
02.3.01.05-0512
02.3.01.05-0514
02.3.01.05-0516
02.3.01.05-0518
02.3.01.05-0520
02.3.01.05-0522
02.3.01.05-0524
02.3.01.05-0526
02.3.01.05-0528
02.3.01.05-0530
02.3.01.05-0532
02.3.01.05-0534
02.3.01.05-0536
02.3.01.05-0538
02.3.01.05-0540
02.3.01.05-0542
02.3.01.05-0544
02.3.01.05-0546
02.3.01.05-0548
02.3.01.05-0550
02.3.01.05-0552
02.3.01.05-0554
02.3.01.05-0556
02.3.01.05-0558
02.3.01.05-0560
02.3.01.05-0562
02.3.01.05-0564
02.3.01.05-0566
02.3.01.05-0568
02.3.01.05-0570
02.3.01.05-0572
02.3.01.05-0574
02.3.01.05-0576
02.3.01.05-0578
02.3.01.05-0580
02.3.01.05-0582
02.3.01.05-0584
02.3.01.05-0586
02.3.01.05-0588
02.3.01.05-0590
02.3.01.05-0592
02.3.01.05-0594
02.3.01.05-0596
02.3.01.05-0598
59.1.02.03-0065
59.1.02.03-0066
59.1.02.03-0067
59.1.02.03-0068
59.1.02.03-0069
59.1.02.03-0070
59.1.02.03-0071
59.1.02.03-0072
59.1.02.03-0073
59.1.02.03-0074
59.1.02.03-0075
59.1.02.03-0076
59.1.02.03-0077
59.1.02.03-0078
59.1.02.03-0079
59.1.02.03-0080
59.1.02.03-0081
59.1.02.03-0082
",СТ 10 10 31,
,,,,ADB010,Песок из отсевов дробления,"Неорганический сыпучий материал с крупностью зерен до 5 мм, полученный при производстве щебня","ГОСТ 31424-2010
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"02.3.01.05-0302
02.3.01.05-0304
02.3.01.05-0306
02.3.01.05-0308
02.3.01.05-0310
02.3.01.05-0312
02.3.01.05-0314
02.3.01.05-0318
02.3.01.05-0322
02.3.01.05-0326
02.3.01.05-0330
02.3.01.05-0334
02.3.01.05-0338
02.3.01.05-0342
02.3.01.05-0346
02.3.01.05-0350
02.3.01.05-0354
02.3.01.05-0358
02.3.01.05-0362
02.3.01.05-0366
02.3.01.05-0370
02.3.01.05-0374
02.3.01.05-0378
02.3.01.05-0382
02.3.01.05-0386
02.3.01.05-0390
02.3.01.05-0394
02.3.01.05-0398
02.3.01.05-0402
02.3.01.05-0406
02.3.01.05-0412
02.3.01.05-0414
02.3.01.05-0416
02.3.01.05-0418
02.3.01.05-0420
02.3.01.05-0422
02.3.01.05-0426
02.3.01.05-0428
02.3.01.05-0430
02.3.01.05-0432
02.3.01.05-0434
02.3.01.05-0436
02.3.01.05-0438
02.3.01.05-0440
02.3.01.05-0442
02.3.01.05-0444
02.3.01.05-0446
02.3.01.05-0448
02.3.01.05-0450
02.3.01.05-0454
02.3.01.05-0456
02.3.01.05-0458
02.3.01.05-0460
02.3.01.05-0462
02.3.01.05-0464
02.3.01.05-0468
02.3.01.05-0470
02.3.01.05-0472
02.3.01.05-0474
02.3.01.05-0476
02.3.01.05-0478
59.1.02.03-0016
59.1.02.03-0018
59.1.02.03-0023
59.1.02.03-0024
59.1.02.03-0025
59.1.02.03-0026
59.1.02.03-0027
59.1.02.03-0028
59.1.02.03-0029
59.1.02.03-0030
59.1.02.03-0031
59.1.02.03-0032
59.1.02.03-0033
59.1.02.03-0034
59.1.02.03-0035
59.1.02.03-0036
59.1.02.03-0037
59.1.02.03-0038
59.1.02.03-0039
59.1.02.03-0040
59.1.02.03-0041
59.1.02.03-0042
59.1.02.03-0043
59.1.02.03-0044
59.1.02.03-0045
59.1.02.03-0046
59.1.02.03-0047
59.1.02.03-0048
59.1.02.03-0049
59.1.02.03-0050
59.1.02.03-0051
59.1.02.03-0052
59.1.02.03-0053
59.1.02.03-0054
59.1.02.03-0055
59.1.02.03-0056
59.1.02.03-0057
59.1.02.03-0058
59.1.02.03-0059
59.1.02.03-0060
59.1.02.03-0061
59.1.02.03-0062
59.1.02.03-0063
59.1.02.03-0064
",,
,,ADC,,,Фракционированный песок,"Природный неорганический сыпучий материал, разделенный на две или более фракций с использованием специального оборудования","ГОСТ 8736-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,02.3.01.04-0001,,
,,ADD,,,"Песок, полученный путем обжига",,,По виду материала,,,,
,,,,ADD010,Вспученный перлитовый песок,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,12.2.03.04-0031,СТ 10 14 20 07 04,
,,,,ADD020,Диатомитовая обожженная крошка,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,,,12.2.03.04-0021,СТ 10 14 20 07 05,
,,,,ADD030,Песок керамзитовый,"Заполнитель с размером зерен от 0,16 до 5 мм, полученный при обжиге мелких фракций полуфабриката или дроблении керамзита","ГОСТ 32026-2012
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"02.3.01.08
59.1.02.03-0084
59.1.02.03-0085",СТ 10 10 31 20,
,,,,ADD040,Песок термолитовый,"Искусственный пористый заполнитель с насыпной плотностью не более 1200 кг/м и размерами зерен менее 5 мм, получаемый при обжиге кремнистых пород мелкой фракции или дроблением термолитовых гравия и щебня и имеющий стабильную структуру",ГОСТ Р 56507-2015,,,,,
,,,,ADD050,Песок шунгизитовый,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,,,,СТ 10 10 31 30,
,,,,ADD060,Песок аглопоритовый,"Искусственный пористый заполнитель, получаемый при обжиге путем агломерации шихты или гранул полуфабриката из золы ТЭС","ГОСТ 33928-2016
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 10 31 10,
,,,,ADD070,Песок шлакопемзовый,"Материал, являющийся отсевом фракции от 0 до 5 мм получаемый при дроблении шлаковой пемзы на фракционированный щебень. Шлаковая пемза имеет пористую ноздреватую структуру",ОДМ 218.3.087-2017,,,,,
,AE,,,,Глинистые фракции,,,По виду материала,,,,
,,AEA,,,Глина,"Связный минеральный грунт, обладающий числом пластичности > 17","ГОСТ 25100-2020
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,02.1.01.01,,
,,,,AEA010,Глины тугоплавкие,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,17.4.05.01,,
,,,,AEA020,Глины легкоплавкие,,,,,,,
,,AEB,,,Суглинок,Смесь песка (до 40%) с глиной (до 30%),Р НОСТРОЙ 2.17.7-2013,По виду материала,,02.1.01.02-0002,,Суглинки обычно включают примеси углекислого кальция и гидроокислов железа.
,,AEC,,,Супесь,Смесь песка (90%-97%) с глиной (3%-10%),Р НОСТРОЙ 2.17.7-2013,По виду материала,,02.1.01.02-0006,,
,,AED,,,Мергель,"Известняк, содержащий глину и представляющий собой связную и довольно твердую породу серо-зеленоватого, бурого или желтого цвета. При содержании глины в количестве 5-10% порода называется мергелистым известняком, а до 25% - известняковым мергелем и до 60% мергелем. При выветривании мергель превращается в рыхлую массу - рухляк",ЕНиР Сборник Е2. Земляные работы,По виду материала,,,,
,AF,,,,Смеси минеральные,,,По виду материала,,,,
,,,,AF010,Смесь песчано-гравийная,"Строительный материал, представляющий собой смесь песка и гравия","ГОСТ 23735-2014
ПНСТ 403-2020
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"02.2.04.03
 59.1.02.02-0136",,
,,,,AF020,Смесь щебеночно-песчаная,Искусственно приготовленная смесь из щебня и песка ,"ПНСТ 327-2019
ГОСТ 25607-2009
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"02.2.04.04
59.1.02.02-0137
59.1.02.02-0138
59.1.02.02-0139
59.1.02.02-0140
59.1.02.02-0141
59.1.02.02-0142
59.1.02.02-0143
59.1.02.02-0144
59.1.02.02-0145
59.1.02.02-0146
59.1.02.02-0147
59.1.02.02-0148
59.1.02.02-0149
59.1.02.02-0150
59.1.02.02-0151
59.1.02.02-0152
59.1.02.02-0153
59.1.02.02-0154
59.1.02.02-0155
59.1.02.02-0156
59.1.02.02-0157
59.1.02.02-0158
59.1.02.02-0159
59.1.02.02-0160
59.1.02.02-0161
59.1.02.02-0162
59.1.02.02-0163
59.1.02.02-0164
59.1.02.02-0165
59.1.02.02-0166
59.1.02.02-0167
59.1.02.02-0168
59.1.02.02-0169
59.1.02.02-0170
59.1.02.02-0171
59.1.02.02-0172
59.1.02.02-0173
59.1.02.02-0174
59.1.02.02-0175
59.1.02.02-0176
59.1.02.02-0177
59.1.02.02-0178
59.1.02.02-0179
59.1.02.02-0180
59.1.02.02-0181
59.1.02.02-0182
59.1.02.02-0183
59.1.02.02-0184
59.1.02.02-0185
59.1.02.02-0186
59.1.02.02-0187
59.1.02.02-0188
59.1.02.02-0189
59.1.02.02-0190
59.1.02.02-0191
59.1.02.02-0192
59.1.02.02-0193
59.1.02.02-0194
59.1.02.02-0195
59.1.02.02-0196
59.1.02.02-0197
59.1.02.02-0198
59.1.02.02-0199
59.1.02.02-0200
59.1.02.02-0201
59.1.02.02-0202
59.1.02.02-0203
59.1.02.02-0204
59.1.02.02-0205
59.1.02.02-0206
59.1.02.02-0207
59.1.02.02-0208
59.1.02.02-0209
59.1.02.02-0210
59.1.02.02-0211
59.1.02.02-0212
59.1.02.02-0213
59.1.02.02-0214
59.1.02.02-0215
59.1.02.02-0216
59.1.02.02-0217
59.1.02.02-0218
59.1.02.02-0219
59.1.02.02-0220
59.1.02.02-0221
59.1.02.02-0222
59.1.02.02-0223
59.1.02.02-0224
59.1.02.02-0225
59.1.02.02-0226
59.1.02.02-0227
59.1.02.02-0228
59.1.02.02-0229
59.1.02.02-0230
59.1.02.02-0231
59.1.02.02-0232
59.1.02.04-0002
59.1.02.04-0003
59.1.02.04-0004",,
,,,,AF030,Смесь бентонитовая,,,,,,,
,,,,AF040,Смесь керамзито-дробленная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,59.1.02.02-0134,,
,,,,AF050,Смесь щебеночно-гравийно-песчаная,"Искусственно приготовленная смесь из щебня, гравия и песка ","ПНСТ 327-2019
ГОСТ 25607-2009",,,59.1.02.02-0135,,
,AG,,,,Материалы на основе горных пород,,ГОСТ 30629-2011,По виду материала,,,,
,,AGA,,,Стекло,"Аморфное тело, получаемое путем переохлаждения расплава независимо от его химического состава и температурной области затвердевания и обладающее в результате постепенного увеличения вязкости механическими свойствами твердых тел, причем процесс перехода из жидкого состояния в стеклообразное должен быть обратимым","ГОСТ 32539-2013
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,01.8.02,"СТ 00 70
СТ 10 10 60",
,,,AGAA,,Стекло листовое,"Изделие из стекла, изготовленное методами флоат, вертикального вытягивания или непрерывного проката без дополнительной обработки поверхностей, имеющее вид плоского прямоугольного листа","ГОСТ 32539-2013
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,01.8.02.06,СТ 10 10 60 30,
,,,,AGAA010,Кварцевое стекло,"Силикатное стекло, единственным компонентом которого является оксид кремния",ГОСТ 32539-2013,,,,,
