Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания
,,AYM,,,Агрегат для нанесения составов методом торкретирования,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.22.190.91.21.22-021,,
,,AYN,,,Электроклееварка,,"Завражин Н.М. Малярные работы. 4-е изд. Трудрезервиздат, 1958 г., 320 с",,,,,
,AZ,,,,Машины и оборудование для демонтажных работ,"Машины и оборудование, применяемые при демонтажных работах зданий и сооружений",,,,,,
,,AZA,,,Экскаватор-разрушитель (демолятор),Построенная на базе гусеничного экскаватора специализированная машина для демонтажа зданий и сооружений из кирпича железобетона и иных материалов,,,,,,Определение синтезировано
,,AZB,,,Шар-баба,"Сменное рабочее оборудование экскаватора или крана с тросовым приводом, предназначенное для разрушения мерзлых грунтов, негабарита, конструкций сооружений",,,,,,Определение синтезировано
,,AZC,,,Дробильный ковш,"Инструмент, который используется при разрушении старых зданий и сооружений",,,,,,Определение синтезировано
,,AZD,,,Гидроножницы-бетоноломы,"Вид гидроножниц, которые применяются для разрушения железобетонных конструкций",,,,,,Определение синтезировано
,,AZE,,,Демонтажная фреза,Оборудование для разрушения конструкций,,,,,,Определение синтезировано
,,AZF,,,Мобильный перерабатывающий комплекс,"Мобильный перерабатывающий комплекс, позволяющий осуществлять полную рециклинговую фазу (переработка, измельчение) стройотходов",,,,,,Определение синтезировано
B,,,,,"Оборудование, приборы и материалы",,Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39,,,,ТО 38 50 20,Наименование синтезировано
,BA,,,,Оборудование и приборы для проведения обследований и испытаний,"Оборудование и приборы, применяемые при обследовании и испытании консткурций, зданий и сооружений",,Назначение (функция) прибора,,,,
,,BAA,,,Прибор для измерения сцепления (адгезии) покрытия с основанием,,,,,,,
,,,,BAA010,Адгезиметр,,ГОСТ 28574-2014,,,,,
,,BAB,,,Прибор для измерения содержания влаги,,,,,,,
,,,,BAB010,Влагомер,,ГОСТ 29027-91,,,,,
,,BAC,,,Устройство для обнаружения дефектов в изделиях,,,,,,,
,,,,BAC010,Вакуумагрегат для контроля сварных соединений,,,,,,,
,,,,BAC020,Дефектоскоп,,"ГОСТ Р ИСО 16811-2016
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,"28.99.39.190.91.10.11-502
26.51.66.190.91.17.02-001
26.51.66.190.91.17.02-002
26.51.66.190.91.17.02-021
26.51.66.190.91.17.02-031
26.51.66.190.91.17.02-032
26.51.66.190.91.17.02-033
26.51.66.190.91.17.02-035
26.51.66.190.91.17.02-504
26.51.66.190.91.17.02-506
26.51.66.125.91.17.02-515
26.51.66.127.01.7.07.29-1066
26.51.66.129.01.7.07.29-1068","ТО 38 50 20 01
ТО 38 50 20 04",
,,,,BAC030,Прибор диагностики свай,"Прибор для измерений интервалов времени между моментом возбуждения акустической волны в свае и моментом прихода волны, отраженной от границы раздела сред, с последующим расчетом длины сваи, при виброакустической диагностики железобетонных, стальных и деревянных свай",ТУ 4276-032-7453096769-2017,,,,,
,,,,BAC040,Рефлектометр,"Прибор, предназначенный для измерения отражений световых волн, когда отдельные отражения измеряются в зависимости от расстояния или положения.","ГОСТ IEC 60050-300-2015
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,26.51.53.160.91.21.22-341,ТО 38 50 20 10,Определение синтезировано
,,BAD,,,Силоизмерительный прибор,,,,,,,
,,,,BAD010,Динамометр,,ГОСТ Р 55223-2012,,,,,
,,,,BAD020,Машина силовоспроизводящая (силозадающая),"Машина для воспроизведения силы. Применяется в качестве эталонного средства 2-го разряда по ГОСТ 8.065 для градуировки и поверки крановых весов, динамометров, силоизмерительных и весоизмерительных датчиков",ГОСТ 8.065,,,,,Определение синтезировано
,,BAE,,,Прибор для измерения прочности креплений,,,,,,,
,,,,BAE010,Измеритель силы вырыва анкерных креплений,,ТУ 4271-005-12585810-2011,,,,,
,,,,BAE020,Измеритель прочности крепления (усилия вырыва) анкеров фасадных систем,Прибор для для измерений силы при испытании анкерных креплений фасадных систем,ТУ 4271-005-12585810-2011,,,,,
,,,,BAE030,Установка силоизмерительная для испытания механических анкеров на вырыв и сдвиг,,,,,,,
,,BAF,,,"Измеритель плотности тепловых потоков, температуры, теплопроводности",,,,,,,
,,,,BAF010,Измеритель плотности тепловых потоков и температуры,,ГОСТ 25380-2014,,,,,
,,,,BAF020,Измеритель теплопроводности,,ГОСТ 21523.3.2-93,,,,,
,,,,BAF030,Термощуп,,ГОСТ Р 56623-2015,,,,,
,,,,BAF040,Тепловизор,,"ВСН 43-96/КПР
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,26.51.66.190.91.21.22-662,ТО 38 50 20 12,
,,,,BAF050,Индикатор температуры,,,,,,,
,,,,BAF060,Термометр,,ГОСТ 30494-2011,,,,,
,,BAG,,,Прибор для измерения деформаций,,,,,,,
,,,,BAG010,Тензостанция,,ОДМ 218.2.044-2014,,,,,
,,,,BAG020,Тензометр,,ОДМ 218.2.044-2014,,,,,
,,BAH,,,Стационарное испытательное оборудование,,,,,,,
,,,,BAH010,Пресс испытательный,,"ГОСТ 10180-2012 
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)",,,30.20.31.118.91.09.12-512,,
,,,,BAH020,Разрывная машина,,РД 50-482-84,,,,,
,,,,BAH030,Универсальная машина,,"РД 50-482-84
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,,ТО 42 20 40 12,
,,,,BAH040,Испытательный стенд,,ГОСТ Р 55943-2018,,,,,
,,,,BAH050,Маятниковый копер,,ГОСТ 34373-2017,,,,,
,,,,BAH060,Стационарный твердомер,,МИ 3605-18,,,,,
,,BAJ,,,Прибор для измерения параметров динамической нагрузки,,,,,,,
,,,,BAJ010,Виброграф,,ТУ 4277-002-00107258-99,,,,,
,,,,BAJ020,Виброметр,,ГОСТ 34611-2019,,,,,
,,,,BAJ030,Сейсмограф,,СП 358.1325800.2017,,,,,
,,,,BAJ040,Велосиограф,"Приборы, записывающие во времени скорости",,,,,,
,,,,BAJ050,Акселерограф,,СП 330.1325800.2017,,,,,
,,,,BAJ060,Токсиограф,Прибор для измерения и записи крутильных колебаний валов,,,,,,
,,,,BAJ070,Вибродатчик,,СП 23-105-2004,,,,,
,,,,BAJ080,Осцилограф,,ГОСТ 9829-81,,,,,
,,,,BAJ090,Магнитограф,Прибор для непрерывного измерения и записи параметров магнитного поля,Большая российская энциклопедия,,,,,
,,,,BAJ100,Частотомер,,ГОСТ 30012.1-2002,,,,,
,,,,BAJ110,Испытательная центрифуга,,ОСТ 107.460082.006-86,,,,,
,,,,BAJ120,Имитатор движения,"Испытательное оборудование, позволяющее отрабатывать высокоточное позиционирование и сложные законы движения, которые задает оператор",,,,,,
,,BAK,,,"Прибор для испытания бетона, цемента и вяжущих",,,,,,,
,,,,BAK010,Прибор для определения водоудерживающей способности растворной смеси,,ГОСТ 5802-86,,,,,
,,,,BAK020,Прибор для определения подвижности растворной смеси,,ГОСТ 5802-86,,,,,
,,,,BAK030,Прибор для определения прочности бетона методом скалывания ребра,,ГОСТ 22690-2015,,,,,
,,,,BAK040,Прибор для измерения отклонения от перпендикулярности смежных граней образцов бетона,,ГОСТ 10180-2012  ,,,,,
,,,,BAK050,Измеритель прочности бетона,,ГОСТ 22690-2015,,,,,
,,,,BAK060,Объемомер воздуха в бетоне,,ГОСТ 10181-2014,,,,,
,,,,BAK070,Цементометр акустический,Прибор контроля цементирования скважины по данным акустических измерений,ГОСТ Р 54362-2011 ,,,,,
,,,,BAK080,Измеритель защитного слоя бетона,,ГОСТ 22904-93,,,,,
,,,,BAK090,Прибор для испытания бетона на водонепроницаемость,,ГОСТ 12730.5-2018,,,,,
,,,,BAK100,Ультразвуковой тестер,,ГОСТ 17624-2012,,,,,
,,,,BAK110,Прибор для измерения отклонения от плоскостности граней образцов бетона,,ГОСТ 10180-2012  ,,,,,
,,,,BAK120,"Прибор для определения удельной поверхности цемента, гипса и др. порошкообразных материалов",,ГОСТ 310.2-76,,,,,
,,,,BAK130,Прибор ВИКА для определения нормальной густоты цементного теста,,ГОСТ 310.3-76,,,,,
,,,,BAK140,Измеритель водо-цементного отношения,Портативный микроволновый влагомер для определения водоцементного отношения,Руководство по подбору составов тяжелого бетона,,,,,
,,BAL,,,Прибор и оборудование для испытания асфальтобетона,,,,,,,
,,,,BAL010,Анализатор асфальта,,ГОСТ Р 58401.19-2019,,,,,
,,,,BAL020,Установка вакуумная,,"ГОСТ 12801-98
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)",,,26.51.66.190.91.21.22-672,,
,,,,BAL030,Выталкивающее устройство,,ГОСТ 12801-98,,,,,
,,,,BAL040,Плотномер,,ГОСТ Р 58401.22-2019,,,,,
,,,,BAL050,Прибор для ооценки прочности асфальта,Прибор для оценки прочности слоев асфальтобетона после укладки и в процессе эксплуатации,,,,,,
,,,,BAL060,Прибор для определения глубины вдавливания штампа,,ГОСТ Р 54400-2020,,,,,
,,,,BAL070,Прибор для определения слёживаемости а/б смесей,,ГОСТ 12801-98,,,,,
,,,,BAL080,Прибор сдвиговый по схеме Маршалла,,ГОСТ Р 58406.9-2019,,,,,
,,,,BAL090,Приспособление для гидростатического взвешивания,,ГОСТ Р 58401.10-2019,,,,,
,,,,BAL100,Приспособление для испытаний на растяжение при расколе асфальтобетона,,ГОСТ 12801-98,,,,,
,,,,BAL110,Ручной водяной насос с бачком для буровой установки,,ГОСТ Р 58407.5-2019,,,,,
,,,,BAL120,Установка для резки кернов,,ГОСТ Р 58407.5-2019,,,,,
,,BAM,,,"Прибор и оборудование для испытания битума, полимерно-модифицированного битума и эмульсий",,,,,,,
,,,,BAM010,Аппарат КиШ,,,,,,,
,,,,BAM020,Аппарат Фрааса,,,,,,,
,,,,BAM030,Динамический сдвиговый реометр,,,,,,,
,,,,BAM040,Дуктилометр,,,,,,,
,,,,BAM050,Игла пенетрационная,,,,,,,
,,,,BAM060,Камера дегазации битума,,,,,,,
,,,,BAM070,Камера ускоренного старения битума,,,,,,,
,,,,BAM080,Мешалка лабораторная для полимерно-битумных вяжущих,,,,,,,
,,,,BAM090,Пеногаситель для битума,,,,,,,
,,,,BAM100,Перемешивающее устройство для битумных эмульсий,,,,,,,
,,,,BAM110,Приспособление ОСВ-Ф,,,,,,,
,,,,BAM120,Реометр,,,,,,,
,,,,BAM130,Термокриостат,,,,,,,
,,BAN,,,Прибор и приспособление для контроля параметров дорог,,,,,,,
,,,,BAN010,Измеритель колейности,,,,,,,
,,,,BAN020,Измеритель коэффициента сцепления дорожных покрытий,,,,,,,
,,,,BAN030,Измеритель плотности асфальтобетонных покрытий,,,,,,,
,,,,BAN040,Счетчик интенсивности автомобильного движения,,,,,,,
,,,,BAN050,Устройство для контроля геометрических параметров дорог,,,,,,,
,,,,BAN060,Приспособление «Песчаное пятно» по ВСН 38-90,,,,,,,
,,,,BAN070,Прибор Виалита,,,,,,,
,,BAP,,,Прибор и оборудование для инженерно-геологических изысканий и геодезических работ ,,,,,,,
,,,,BAP010,Буровой станок и установка,, ГОСТ 26698.2-93,,,,,
,,,,BAP020,Буровой инструмент,Набор приспособлений для бурения скважин,СТО НОСТРОЙ 2.29.109-2013,,,,,Определение синтезировано
,,,,BAP030,Грунтонос,Устройство для отбора образцов грунта ненарушенного сложения,ГОСТ 12071-2014,,,,,Определение синтезировано
,,,,BAP040,Компрессионный прибор,"Прибор, в котором охлаждение осуществляется за счет испарения жидкого хладагента при низком давлении в теплообменнике (испарителе); пары хладагента при высоком давлении, достигнутом в результате их механического сжатия, превращаются в жидкость в другом охлаждаемом теплообменнике (конденсаторе)",ГОСТ IEC 60335-2-24-2016 ,,,,,Определение синтезировано
,,,,BAP050,Срезный прибор,"Прибор с фиксированной плоскостью среза, состоящий из подвижной и неподвижной частей, применяемый для испытаний методом одноплоскостного среза по поверхности смерзания для определения сопротивления срезу (при необходимости угла внутреннего трения  и удельного сцепления) мерзлого грунта, грунтового раствора и льда по поверхности их смерзания с материалом фундамента или другим твердым материалом (в т.ч. с нанесенными на него специальными смазками и покрытиями), сопротивления срезу мерзлого грунта по поверхности смерзания с грунтом или грунтовым раствором, сопротивления срезу льда по поверхности смерзания с грунтом или грунтовым раствором",ГОСТ 12248.8-2020,,,,,Определение синтезировано
,,,,BAP060,Прибор трехосного сжатия (стабилометр),"Прибор, применяемый для исследования механических свойств грунта в условиях трёхосного сжатия (стабилометрии)", ГОСТ Р 56353-2015,,,,,Определение синтезировано
,,,,BAP070,Прибор сжатия-растяжения,,"Информационный каталог-справочник по оборудованию
 приборам и аппаратуре для инженерно-геологических изысканий в строительстве",,,,,
,,,,BAP080,Прибор стандартного уплотнения,Устройство для механизированного или ручного уплотнения грунта падающим грузом с постоянной высоты (типа прибора СОЮЗДОРНИИ),ГОСТ 22733-2016,,"ПСУ
ПСУ-м
ПСУ-ПА",,,
,,,,BAP090,Прибор для определения гранулометрического состава,,"Информационный каталог-справочник по оборудованию
 приборам и аппаратуре для инженерно-геологических изысканий в строительстве",,Ареометр,,,
,,,,BAP100,Прибор для определения характеристик набухания,"Прибор для определения характеристик свободного набухания глинистых грунтов природного и нарушенного сложения (кроме глинистых грунтов, содержащих крупнообломочные включения с размерами зерен более 5 мм, и глинистых грунтов в мерзлом состоянии), которые проявляются при изменении влажности грунтов",ГОСТ 12248.6-2020,,ПНГ-1,,,Определение синтезировано
,,,,BAP110,Фильтрационный прибор,Предназначены для определения проницаемости грунтов,"Информационный каталог-справочник по оборудованию
 приборам и аппаратуре для инженерно-геологических изысканий в строительстве",,"КФ-00
 КФ-00
 ОКФ",,,Определение синтезировано
,,,,BAP120,Оборудование для статического зондирования,,"Информационный каталог-справочник по оборудованию
 приборам и аппаратуре для инженерно-геологических изысканий в строительстве",,установка С-832М,,,
,,,,BAP130,Зондировочно-буровая установка,Предназначена для бурения скважин и зондирования грунта,"Информационный каталог-справочник по оборудованию
 приборам и аппаратуре для инженерно-геологических изысканий в строительстве",,"установка УЗБ-5М/3
 установка УЗБ-5У-3",,,Определение синтезировано
,,,,BAP140,Теодолит,"Геодезический прибор, предназначенный для измерения горизонтальных и вертикальных углов.",ГОСТ 21830-76,,,,,
,,,,BAP150,Нивелир,Геодезический высотомер для определения превышений горизонтальной линией визирования,ГОСТ 21830-76,,,,,
,,,,BAP160,Лазерный сканер,"Съёмочная система, измеряющая с высокой скоростью (от нескольких тысяч до миллиона точек в секунду) расстояния от сканера до поверхности объекта и регистрирующая соответствующие направления (вертикальные и горизонтальные углы) с последующим формированием трёхмерного изображения (скана) в виде облака точек",СП 317.1325800.2017,,,,,Определение синтезировано
,,,,BAP170,Тахеометр,"Геодезический прибор, предназначенный для измерения горизонтальных и вертикальных углов, длин линий и превышений.",ГОСТ 21830-76,,,,,
,,,,BAP180,GPS оборудование,,,,,,,Определение синтезировано
,,,,BAP190,Вешка,,"ГОСТ 32963-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)",,,"22.19.73.119.01.5.03.02-0001
22.19.73.119.01.5.03.02-0002",,
,,,,BAP200,Трубокабелеискатель,Прибор для поиска и составления цифровых моделей и мест расположения подземных коммуникаций,СП 126.13330.2017,,ТКИ-03,,,
,,,,BAP210,Штатив для геодезических приборов,"Принадлежность геодезического прибора, предназначенная для установки на грунт и закрепления на ней прибора в рабочем положении",ГОСТ 21830-76,,,,,Определение синтезировано
,,,,BAP220,Нивелирная рейка,"Рейка, предназначенная для определения превышений",ГОСТ 21830-76,,,,,Определение синтезировано
,,BAQ,,,Измерительные приборы,,,,,,,
,,,,BAQ010,Рулетка металлическая,,ГОСТ 7502-98,,,,,
,,,,BAQ020,Линейка металлическая,,ГОСТ 427-75,,,,,
,,,,BAQ030,Штангенциркуль,,ГОСТ 166-89,,,,,
,,,,BAQ040,Угольник,,ГОСТ 22820-83,,,,,
,,,,BAQ050,Дальномер,,ГОСТ 21830-76,,,,,
,,,,BAQ060,Дорожное колесо,,,,"КП-230
 MW190RN",,,
,,,,BAQ070,Рейка,,ГОСТ Р 56925-2016,,,,,
,,,,BAQ080,Весы,,,,,,,
,,,,BAQ090,Строительный уровень,,СТО НОСТРОЙ 2.23.138-2013,,,,,
,,,,BAQ100,Индикатор часового типа,,ГОСТ 577-68,,,,,
,,,,BAQ110,Щуп,,ГОСТ 34519-2019,,,,,
,,,,BAQ120,Толщиномер,,"ГОСТ 23829-85
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)",,,26.51.66.190.91.17.02-091,,
,,,,BAQ130,Шаблон,,ГОСТ Р ИСО 17637-2014 ,,"УШК-1
 УШС-2
 УШС-3
 WG01",,,
,,,,BAQ140,Щелемер,Приспособление для измерения величины развития трещин по трем направлениям,РД 07-166-97,,,,,
,,,,BAQ150,Микрометр,,ГОСТ 6507-90,,"МГ
 МЗ
 МТ
 МЛ
 МК",,,
,,,,BAQ160,Глубиномер,,ГОСТ 23829-85 ,,,,,
,,,,BAQ170,Прогибомер,,ГОСТ Р 56076-2014,,,,,
,,BAR,,,Прибор ударного действия (удар ручной),,,,,,,
,,,,BAR010,Молоток Кашкарова,"Эталонный (шариковый) молоток для определения поверхностной прочности бетона  методом пластической деформации, основанным на теоретической зависимости прочности бетона от диаметра лунки, полученной в результате удара молотком по поверхности бетона",РД 03-422-01,,,,,
,,,,BAR020,Молоток Физделя,,СП 13-102-2003,,,,,
,,,,BAR030,Молоток Шмидта,,СП 349.1325800.2017,,,,,
,,,,BAR040,Шлямбур,,СНиП 5.02.02-86,,"Ш-14
 Ш-22",,,
,,,,BAR050,Прибор Польди,,МДС 13-20.2004,,,,,
,,BAS,,,Прибор для контроля параметров окружающей среды,,,,,,,
,,,,BAS010,Дозиметр,"Прибор или установка для измерения ионизирующих излучений, предназначенные для получения измерительной информации об экспозиционной дозе и мощности экспозиционной дозы фотонного излучения и (или) об энергии, переносимой ионизирующим излучением или переданной им объекту, находящемуся в поле действия излучения","ГОСТ 14337-78
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39 ",,,26.51.41.110.91.10.11-504,ТО 38 10 10 18,
,,,,BAS020,Анемометр,Прибор для измерения скорости воздуха,,,"Анемометр Testo 416
 Анемометр Testo 417",,,Определение синтезировано
,,,,BAS030,Барометр,Прибор для измерения атмосферного давления,,,Барометр анероид БАММ-1,,,Определение синтезировано
,,,,BAS040,Гигрометр психрометрический,Прибор для измерения относительной влажности и температуры воздуха в помещении,,,"Гигрометр психрометрический ВИТ-1
 гигрометр психрометрический ВИТ-2",,,Определение синтезировано
,,,,BAS050,Метеометр,"Прибор для измерения атмосферного давления, относительной влажности и температуры воздуха, скорости воздушных потоков (в базовой комплектации); интегрального показателя тепловой нагрузки среды (ТНС-индекса), концентрации токсичных газов (с дополнительными датчиками) в помещениях и вентиляционных каналах",,,Метеометр МЭС-200,,,Определение синтезировано
,,,,BAS060,Психрометр,Прибор для определения относительной влажности и температуры воздуха в наземных условиях (в помещении и на открытом воздухе),,,"Психрометр М-34М (электрический)
 психрометр МВ-4-2М (механический)",,,Определение синтезировано
,,,,BAS070,Термогигрометр,Прибор для измерения и регистрации температуры и влажности воздуха в помещениях и вне их,,,Термогигрометр ИВА-6АР термогигрометр ИВА-6Н-КП-Д (погодная станция) термогигрометр ИВА-6Н-КП термогигрометр ИВА-6Н термогигрометр ИВА-6НШ термогигрометр ТГЦ-МГ4,,,Определение синтезировано
,,,,BAS080,Люксометр,Устройство для измерения проникающей способности пучка рентгеновского или иного проникающего излучения,ГОСТ Р МЭК 60050-881-2008,,,,,Определение синтезировано
,,,,BAS090,Альбедометр,Фотометрический прибор для измерений плоского Альбедо различных веществ и материалов,МДС 13-20.2004,,,,,Определение синтезировано
,,,,BAS100,Батомер,"Гидрологический прибор, предназначенный для взятия проб воды на различной глубине",СТО 70238424.27.140.043-2009,,,,,Определение синтезировано
,,,,BAS110,Шумомер,"Прибор для проверки шума, снабженный микрофоном, устройством обработки сигналов и устройством отображения, соответствующий установленным требованиям",ГОСТ 33997-2016,,,,,Определение синтезировано
,,,,BAS120,Гидрометрическая вертушка,Прибор для измерения скорости воды в потоках,СТО 70238424.27.140.043-2009,,,,,Определение синтезировано
,,,,BAS130,Пылемер,Прибор для измерений запылённости воздуха непосредственно на месте замера,ГОСТ 12.2.106-85,,"Атмас
 ИКВЧ(п)",,,Определение синтезировано
,,,,BAS140,Пиранометр,"Прибор, используемый для измерения общей освещенности на плоскости", ГОСТ Р 8.807-2012,,,,,Определение синтезировано
,,,,BAS150,Актинометр,Прибор для измерения интенсивности прямой солнечной радиации (излучения) по степени нагрева поглощающей радиацию зачерненной поверхности, ГОСТ Р 8.807-2012,,,,,Определение синтезировано
,,,,BAS160,Гигрометр,"Измерительный прибор, предназначенный для измерения одной или нескольких величин влажности газов",РД 153-34.1-11.320-00,,,,,Определение синтезировано
,,,,BAS170,Аспиратор,"Прибор для отбора проб воздуха или газов с целью определения их химического состава, содержания в них пыли, влаги и других примесей",СТО 70238424.27.010.001-2008,,,,,Определение синтезировано
,,,,BAS180,Газоанализатор,Средство измерения объемной концентрации вредных веществ,"ГОСТ Р 17.2.2.07-2000
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)",,,"26.51.52.120.62.9.01.02-1000
26.51.52.120.62.9.01.02-1002
26.51.52.120.62.9.01.02-1004
26.51.52.190.62.9.01.02-1021
26.51.52.190.62.9.01.02-1022
26.51.52.190.62.9.01.02-1025",,Определение синтезировано
,,BAT,,,Общелабораторное и вспомогательное оборудование,,,,,,,
,,,,BAT010,Вискозиметр,Прибор для измерения вязкости жидкостей и газов,Большой Энциклопедический словарь. 2000,,,,,
,,,,BAT020,Дистиллятор,Прибор для получения высококачественной дистиллированной воды,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.22-526,,
,,,,BAT030,Деионизатор,"Устройство, предназначенное для снижения концентрации аэроионов путем искусственного лишения носителя его электрического заряда",МУ 4.3.1517-03,,,,,
,,,,BAT040,Штатив,,,,,,,
,,,,BAT050,Держатель,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,25.11.23.119.22.2.02.23-0021,,
,,,,BAT060,Подъемный столик,,,,,,,
,,,,BAT070,Перемешивающее устройство,,,,,,,
,,,,BAT080,Перекачивающая система,,,,,,,
,,,,BAT090,Сушильно-моечное оборудование,,,,,,,
,,,,BAT100,Сушильный шкаф лабораторный,,,,,,,
,,,,BAT110,Печь лабораторная,,,,,,,
,,,,BAT120,Колбонагреватель,,,,,,,
,,,,BAT130,Электроплитка,Переносный бытовой нагревательный электроприбор с одной или несколькими электроконфорками,ГОСТ 15047-78,,,,,
,,,,BAT140,Термоблок,,,,,,,
,,,,BAT150,Жидкостная баня,,,,,,,
,,,,BAT160,Термостат,,,,,,,
,,,,BAT170,Термопара,,,,,,,
,,,,BAT180,"Камера (климатическая, пропарочная, нормального твердения, морозильная)",,,,,,,
,,,,BAT190,Пирометр,"Средство (совокупность средств) измерений температуры по тепловому электромагнитному излучению, предназначенное для выработки сигнала измерительной информации в форме, удобной для непосредственного восприятия наблюдателем. Конструктивно пирометр может представлять собой совокупность пирометрического преобразователя и устройства отображения информации в аналоговой или цифровой форме.",ГОСТ 28243-96,,,,,
,,,,BAT200,Секундомер,,,,,,,
,,,,BAT210,Таймер лабораторный,,,,,,,
,,,,BAT220,Дробилка,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,"28.92.40.125.91.21.22-131
28.30.86.130.91.21.22-636",,
,,,,BAT230,Просеивающая машина,,,,,,,
,,,,BAT240,Истиратель,,,,,,,
,,,,BAT250,Мельница,,,,,,,
,,,,BAT260,Миксер,,,,,,,
,,,,BAT270,Пенетрометр,,,,,,,
,,,,BAT280,Станок для выпиливания образцов,,,,,,,
,,,,BAT290,Буровая колонка,,,,,,,
,,,,BAT300,Металлоискатель,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.24.11.000.91.21.22-582,ТО 38 50 50 12,
,,,,BAT310,Виброплощадка лабораторная,Стационарная вибрационная установка для уплотнения бетонной смеси,Терминологический словарь по строительству на 12 языках (ВНИИИС Госстроя СССР),,,,,
,,,,BAT320,Встряхивающий столик,,,,,,,
,,,,BAT330,Вибростол,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.40.110.91.08.11-502,,
,,,,BAT340,Вибросито,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.40.110.91.21.22-081,ТО 38 10 10 10,
,,,,BAT350,Грохот,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,"28.92.40.110.91.08.11-141
28.92.40.110.91.21.22-121",,
,,,,BAT360,Алмазный диск,,,,,,,
,,,,BAT370,Отвес,,ГОСТ Р 58513-2019,,,,,
,,,,BAT380,Фонарик,,,,,,,
,,,,BAT390,Стрелочно-рычажное устройство для наблюдения за трещинами,,СТО 70238424.27.010.011-2008,,,,,
,,,,BAT400,Маяк для наблюдения за трещинами,,СП 305.1325800.2017,,,,,
,,BAU,,,"Прибор, измеряющий давление жидкости или газа, расход воды",,,,,,,
,,,,BAU010,Манометр,Измерительный прибор или измерительная установка для измерения давления или разности давлений.,"ГОСТ 8.271-77
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)",,," 63.4.01
30.20.40.154.62.7.01.04-1034",,Определение синтезировано
,,,,BAU020,Водомер,Прибор для определения расхода воды,"СТО НОСТРОЙ 2.33.190-2016
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)",,,65.1.01,,Определение синтезировано
,,BAV,,,Спектральные и оптические приборы,,,,,,,
,,,,BAV010,Микроскоп,,,,,,,
,,,,BAV020,Лупа,,,,,,,
,,,,BAV030,Бинокль,,СП 432.1325800.2019,,,,,
,,,,BAV040,Кювет оптический,"Сосуд плоской формы, предназначенный для фотометрирования в фотометрах, спектрофотометрах, колориметрах, флуориметрах, микроколориметрах, гемоглобинометрах и других приборах",,,,,,
,,,,BAV050,Спектрофотометр,"Спектральный прибор, сравнивающий измеряемый поток излучения с эталонным. Применяется в спектральном анализе",Большой Энциклопедический словарь. 2000,,,,,
,,,,BAV060,Спектрометр,Оптический прибор для измерения оптических спектров с помощью фотоэлектрических приемников излучения,Большой Энциклопедический словарь. 2000,,,,,
,,BAW,,,Электрохимические анализаторы,,,,,,,
,,,,BAW010,Иономер,,,,,,,
,,,,BAW020,рН-метр,,,,,,,
,,,,BAW030,Электрод ионселективный,,,,,,,
,,,,BAW040,Кондуктометр,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,63.4.07.01,,
,,,,BAW050,Солемер,,,,,,,
,,,,BAW060,Раствор для калибровки,,,,,,,
,,,,BAW070,Раствор для хранения и очистки электродов,,,,,,,
,,BAX,,,Приборы для контроля лакокрасочных материалов,,,,,,,
,,,,BAX010,Измеритель эластичности,,,,,,,
,,,,BAX020,Блескомер,,,,,,,
